CustomerID,Recency,Frequency,Monetary,Average_order_value,Products_purchased,Cancellation_frequency,Total_unique_products,Favorite_day_of_week,Favorite_hour_of_day,Cluster
12558.0,1,2,1.0658141036401503e-14,5.329070518200751e-15,0,1.0,11,3,10,0
12559.0,310,3,500.21000000000004,166.73666666666668,279,1.0,20,0,10,0
12560.0,5,3,1885.39,628.4633333333334,1066,1.0,91,1,15,0
12561.0,302,1,238.85,238.85,177,0.0,16,3,11,0
12562.0,8,7,3385.7400000000002,483.6771428571429,1757,0.0,98,3,8,0
12564.0,261,1,402.9,402.9,130,0.0,20,2,14,0
12565.0,281,2,131.17,65.585,75,1.0,9,3,10,0
12566.0,72,2,292.7,146.35,261,1.0,18,2,14,0
12567.0,22,11,8322.94,756.6309090909091,4045,1.0,322,6,11,0
12569.0,2,33,3128.9900000000002,94.8178787878788,1741,1.0,91,3,14,0
12571.0,39,2,519.61,259.805,523,0.0,31,0,10,0
12572.0,8,3,896.72,298.9066666666667,444,1.0,52,2,8,0
12573.0,227,1,160.54000000000002,160.54000000000002,84,0.0,26,1,15,0
12574.0,315,1,182.45000000000002,182.45000000000002,59,0.0,10,4,9,0
12576.0,35,6,1306.98,217.83,964,1.0,72,4,10,0
12577.0,35,4,560.25,140.0625,462,1.0,136,4,13,0
12578.0,21,4,2361.36,590.34,1157,2.0,111,3,15,0
12579.0,73,2,374.72,187.36,276,1.0,28,3,17,0
12580.0,246,1,379.7,379.7,236,0.0,23,3,10,0
12581.0,39,1,179.71,179.71,160,0.0,14,0,8,0
12582.0,238,2,351.36,175.68,296,0.0,20,3,11,0
12583.0,2,17,6629.34,389.96117647058827,4978,2.0,114,4,12,0
12584.0,3,18,1809.95,100.55277777777778,351,9.0,43,1,13,0
12585.0,234,4,1766.81,441.7025,1246,2.0,76,3,12,0
12586.0,17,2,179.94000000000003,89.97000000000001,77,1.0,12,1,16,0
12587.0,7,1,104.0,104.0,50,0.0,3,4,12,0
12588.0,39,1,174.89999999999998,174.89999999999998,52,0.0,9,0,15,0
12589.0,28,2,574.68,287.34,302,0.0,28,4,10,0
12590.0,190,2,9338.38,4669.19,4278,1.0,67,3,14,0
12591.0,317,1,368.85,368.85,225,0.0,25,2,14,0
12592.0,92,2,401.6,200.8,288,0.0,10,1,13,0
12593.0,108,3,382.09999999999997,127.36666666666666,204,0.0,13,1,9,0
12594.0,37,9,3208.2200000000003,356.4688888888889,1772,0.0,49,0,12,0
12596.0,51,2,450.27,225.135,468,0.0,24,0,13,0
12597.0,19,5,3067.13,613.426,2165,1.0,183,6,13,0
12598.0,9,8,2786.68,348.335,1928,1.0,83,4,12,0
12599.0,29,7,888.58,126.94000000000001,948,0.0,31,1,13,0
12600.0,28,10,2311.04,231.10399999999998,758,0.0,31,4,10,0
12601.0,189,6,479.56,79.92666666666666,239,1.0,20,3,10,0
12602.0,58,1,153.12,153.12,162,0.0,12,2,11,0
12603.0,21,1,613.1999999999999,613.1999999999999,56,0.0,1,4,10,0
12604.0,79,2,236.18,118.09,200,0.0,14,2,12,0
12605.0,365,1,-7.5,-7.5,-4,1.0,3,3,15,0
12607.0,58,2,3.552713678800501e-15,1.7763568394002505e-15,0,1.0,101,0,16,0
12609.0,78,3,964.85,321.6166666666667,639,0.0,56,0,15,0
12610.0,22,6,1705.99,284.33166666666665,1018,2.0,84,4,13,0
12611.0,52,1,1193.32,1193.32,846,0.0,65,1,13,0
12612.0,57,2,607.59,303.795,249,1.0,18,0,15,0
12613.0,31,5,2966.98,593.396,1582,1.0,123,3,14,0
12614.0,277,1,315.6,315.6,76,0.0,20,0,10,0
12615.0,2,4,2093.19,523.2975,1365,0.0,81,3,10,0
12616.0,85,5,585.25,117.05,269,3.0,24,0,15,0
12617.0,29,1,352.98,352.98,210,0.0,39,3,14,0
12618.0,21,1,137.31,137.31,95,0.0,10,4,11,0
12619.0,16,11,2908.81,264.4372727272727,3337,3.0,48,3,14,0
12620.0,14,3,1303.41,434.47,1179,0.0,88,4,10,0
12621.0,1,23,12334.07,536.2639130434783,7333,3.0,260,3,11,0
12622.0,232,1,162.1,162.1,68,0.0,10,3,16,0
12623.0,276,1,269.1,269.1,189,0.0,17,1,13,0
12624.0,106,2,569.13,284.565,351,0.0,35,2,12,0
12625.0,211,3,2362.32,787.44,1563,1.0,73,0,13,0
12626.0,23,13,5722.35,440.1807692307693,3313,4.0,231,3,11,0
12627.0,10,6,4082.53,680.4216666666667,2730,0.0,161,3,15,0
12628.0,4,4,715.61,178.9025,442,1.0,33,3,9,0
12630.0,9,2,1030.88,515.44,542,0.0,59,3,10,0
12631.0,57,1,480.5,480.5,232,0.0,30,3,13,0
12633.0,58,5,1906.63,381.326,1136,1.0,72,4,10,0
12635.0,89,2,1509.18,754.59,1162,0.0,95,6,11,0
12637.0,67,9,5790.25,643.3611111111111,2974,1.0,204,0,15,0
12638.0,33,1,511.69,511.69,573,0.0,38,6,13,0
12639.0,238,1,366.1,366.1,198,0.0,21,4,12,0
12640.0,23,3,994.58,331.5266666666667,301,0.0,46,0,12,0
12641.0,115,1,145.9,145.9,71,0.0,9,1,13,0
12642.0,25,3,905.26,301.75333333333333,546,0.0,38,2,9,0
12643.0,128,6,3041.64,506.94,1788,0.0,10,1,12,0
12644.0,129,1,477.91,477.91,325,0.0,31,1,10,0
12645.0,33,5,1611.38,322.276,1064,1.0,57,0,12,0
12646.0,4,2,1346.97,673.485,897,0.0,43,4,12,0
12647.0,22,13,3093.92,237.99384615384616,1387,1.0,77,6,12,0
12648.0,154,1,300.05,300.05,159,0.0,20,4,11,0
12649.0,107,4,549.71,137.4275,571,1.0,29,2,14,0
12650.0,3,1,242.44000000000003,242.44000000000003,250,0.0,19,1,16,0
12651.0,334,1,114.0,114.0,78,0.0,9,6,12,0
12652.0,322,2,788.53,394.265,495,1.0,47,2,15,0
12653.0,148,2,2209.85,1104.925,919,0.0,37,3,10,0
12654.0,10,5,529.98,105.99600000000001,260,0.0,30,3,10,0
12656.0,17,8,3550.72,443.84,1684,3.0,88,2,11,0
12657.0,11,5,1008.0600000000001,201.61200000000002,646,1.0,34,3,11,0
12658.0,18,1,632.05,632.05,317,0.0,35,0,10,0
12659.0,29,1,73.68,73.68,104,0.0,4,3,11,0
12660.0,11,1,227.1,227.1,126,0.0,12,0,13,0
12662.0,0,12,3511.08,292.59,2023,1.0,128,1,13,0
12664.0,8,9,4391.88,487.9866666666667,1188,0.0,9,1,12,0
12665.0,324,2,43.75,21.875,35,1.0,2,2,8,0
12666.0,359,1,-227.44,-227.44,-56,1.0,2,2,14,0
12667.0,58,1,460.13,460.13,391,0.0,32,2,17,0
12668.0,7,6,3113.18,518.8633333333333,1560,2.0,114,0,13,0
12669.0,150,2,1427.73,713.865,1104,0.0,96,0,10,0
12670.0,10,6,2734.15,455.69166666666666,1377,1.0,57,3,9,0
12672.0,329,1,225.89999999999998,225.89999999999998,78,0.0,10,4,9,0
12673.0,5,2,574.52,287.26,349,0.0,41,0,11,0
12674.0,11,7,1796.26,256.60857142857145,1096,3.0,51,1,9,0
12676.0,24,6,1091.39,181.89833333333334,664,0.0,32,1,15,0
12678.0,42,10,16291.26,1629.126,10876,1.0,103,4,7,0
12679.0,52,9,896.67,99.63,521,5.0,44,1,12,0
12680.0,0,4,790.81,197.7025,439,0.0,32,3,12,0
12681.0,14,26,12309.59,473.44576923076926,7442,4.0,266,0,11,0
12682.0,3,31,11019.82,355.478064516129,5485,0.0,208,1,14,0
12683.0,4,19,7357.09,387.21526315789475,4850,5.0,176,3,15,0
12684.0,7,6,2073.63,345.605,1973,0.0,59,1,10,0
12685.0,28,6,2575.08,429.18,1507,0.0,116,3,10,0
12686.0,371,1,71.14,71.14,106,0.0,6,4,9,0
12688.0,113,1,4873.8099999999995,4873.8099999999995,3028,0.0,171,3,8,0
12689.0,25,2,1139.61,569.805,622,0.0,56,0,8,0
12690.0,205,1,335.01,335.01,103,0.0,15,2,9,0
12691.0,28,5,927.8,185.56,388,0.0,20,0,14,0
12693.0,120,6,686.96,114.49333333333334,242,2.0,34,3,8,0
12694.0,70,2,761.67,380.835,503,0.0,31,3,17,0
12695.0,7,4,582.1,145.525,220,0.0,23,2,12,0
12697.0,21,5,739.02,147.804,494,2.0,36,3,15,0
12700.0,7,4,4525.99,1131.4975,2944,0.0,192,2,9,0
12701.0,79,2,725.71,362.855,674,0.0,49,2,10,0
12702.0,19,1,201.0,201.0,52,0.0,11,6,10,0
12703.0,64,2,256.7,128.35,160,1.0,20,3,17,0
12704.0,7,8,1740.84,217.605,991,0.0,63,3,10,0
12705.0,15,13,6328.24,486.7876923076923,3946,5.0,227,4,14,0
12707.0,291,1,603.42,603.42,256,0.0,33,0,8,0
12708.0,29,16,2346.32,146.645,1255,6.0,85,0,10,0
12709.0,3,26,8959.75,344.6057692307692,3792,11.0,101,3,15,0
12710.0,96,4,1004.5699999999999,251.14249999999998,842,1.0,74,6,14,0
12712.0,22,17,3791.63,223.0370588235294,1019,4.0,58,4,11,0
12713.0,0,1,794.55,794.55,505,0.0,37,4,12,0
12714.0,9,5,4294.86,858.972,3046,0.0,215,3,9,0
12715.0,106,1,263.36,263.36,190,0.0,19,3,15,0
12716.0,3,2,963.49,481.745,703,0.0,59,4,13,0
12717.0,151,2,830.98,415.49,502,0.0,48,4,10,0
12718.0,71,1,202.25,202.25,201,0.0,18,3,16,0
12719.0,5,3,536.1,178.70000000000002,357,1.0,33,6,13,0
12720.0,2,28,5065.28,180.90285714285713,4618,3.0,210,2,15,0
12721.0,31,7,2358.98,336.9971428571429,1939,1.0,133,3,12,0
12722.0,85,6,886.33,147.72166666666666,559,2.0,49,2,8,0
12723.0,3,5,707.07,141.41400000000002,433,0.0,52,2,15,0
12724.0,5,4,923.41,230.8525,439,0.0,46,0,12,0
12725.0,371,1,371.8,371.8,162,0.0,23,4,15,0
12726.0,28,7,2411.1,344.4428571428571,3132,0.0,56,4,13,0
12727.0,10,8,3425.7,428.2125,2056,1.0,108,2,11,0
12728.0,71,4,728.33,182.0825,413,0.0,37,1,13,0
12729.0,113,1,417.01,417.01,231,0.0,25,3,11,0
12731.0,23,14,18660.41,1332.8864285714285,8359,2.0,108,0,10,0
12732.0,179,1,218.26000000000002,218.26000000000002,110,0.0,11,0,11,0
12733.0,234,1,383.95,383.95,137,0.0,22,1,16,0
12734.0,352,1,110.39999999999999,110.39999999999999,88,0.0,4,2,12,0
12735.0,315,2,689.5699999999999,344.78499999999997,363,0.0,37,3,14,0
12736.0,332,1,144.0,144.0,168,0.0,3,1,7,0
12738.0,372,1,137.35,137.35,147,0.0,10,3,18,0
12739.0,99,1,975.54,975.54,485,0.0,37,3,17,0
12740.0,63,1,427.6,427.6,342,0.0,27,4,10,0
12743.0,134,2,540.13,270.065,315,0.0,114,3,16,0
12744.0,56,4,9120.39,2280.0975,5234,0.0,177,1,11,0
12747.0,2,11,4196.01,381.4554545454546,1275,0.0,42,1,14,0
12748.0,0,217,29819.99,137.41930875576037,23516,11.0,1767,2,11,0
12749.0,3,8,3818.2,477.275,1421,3.0,159,0,12,0
12750.0,128,1,275.88,275.88,137,0.0,15,2,9,0
12752.0,81,1,4366.78,4366.78,2262,0.0,53,0,13,0
12753.0,3,11,21024.01,1911.2736363636361,11250,5.0,132,2,11,0
12754.0,235,3,3010.74,1003.5799999999999,6481,0.0,49,4,10,0
12755.0,249,3,2220.75,740.25,867,1.0,4,4,12,0
12756.0,86,1,112.07999999999998,112.07999999999998,144,0.0,4,2,9,0
12757.0,15,10,4161.75,416.175,2375,1.0,235,3,14,0
12758.0,116,2,2791.59,1395.795,2135,0.0,84,1,12,0
12759.0,52,3,1411.44,470.48,894,0.0,80,1,9,0
12762.0,7,2,1702.52,851.26,1220,0.0,61,4,10,0
12763.0,138,2,494.08,247.04,316,0.0,16,6,15,0
12764.0,316,1,1693.88,1693.88,386,0.0,45,3,10,0
12766.0,3,7,6457.63,922.5185714285715,3627,0.0,204,2,13,0
12769.0,238,1,1143.6,1143.6,356,0.0,32,4,10,0
12770.0,210,1,1351.45,1351.45,743,0.0,12,4,9,0
12772.0,59,1,752.47,752.47,551,0.0,54,1,9,0
12775.0,17,6,1246.24,207.70666666666668,846,1.0,46,1,7,0
12778.0,19,6,693.23,115.53833333333334,817,0.0,39,4,15,0
12779.0,21,12,3868.7,322.39166666666665,1996,4.0,88,2,11,0
12781.0,21,4,671.72,167.93,592,2.0,24,0,8,0
12782.0,4,6,1881.3200000000002,313.55333333333334,1056,1.0,80,2,10,0
12783.0,2,4,1295.87,323.9675,611,0.0,74,4,11,0
12784.0,15,1,476.82,476.82,278,0.0,53,3,12,0
12785.0,2,2,249.71,124.855,126,1.0,13,4,13,0
12787.0,9,3,418.66,139.55333333333334,258,0.0,16,1,9,0
12789.0,65,1,76.85,76.85,3,0.0,3,2,13,0
12790.0,192,1,294.92,294.92,164,0.0,20,1,14,0
12791.0,373,1,177.60000000000002,177.60000000000002,96,0.0,1,2,11,0
12792.0,256,1,344.53999999999996,344.53999999999996,215,0.0,24,0,11,0
12793.0,334,2,461.48,230.74,292,0.0,20,6,12,0
12794.0,53,2,860.41,430.205,592,0.0,43,0,14,0
12795.0,18,1,318.48,318.48,64,0.0,13,0,10,0
12797.0,360,3,166.18,55.39333333333334,78,2.0,12,3,10,0
12798.0,10,3,6977.04,2325.68,5256,0.0,6,2,10,0
12802.0,183,2,382.58,191.29,300,1.0,24,0,9,0
12808.0,36,3,455.65000000000003,151.88333333333335,187,0.0,26,3,10,0
12809.0,168,2,400.36,200.18,216,1.0,24,2,10,0
12811.0,261,2,458.85,229.425,227,0.0,26,2,10,0
12812.0,44,1,229.64000000000001,229.64000000000001,164,0.0,15,2,9,0
12814.0,101,1,85.92,85.92,48,0.0,1,1,12,0
12815.0,147,2,863.46,431.73,374,0.0,37,2,13,0
12816.0,95,2,452.20000000000005,226.10000000000002,125,0.0,26,3,13,0
12817.0,281,1,126.03999999999999,126.03999999999999,52,0.0,3,3,16,0
12818.0,178,2,1157.88,578.94,914,1.0,13,2,12,0
12820.0,3,4,942.34,235.585,722,0.0,55,0,13,0
12821.0,214,1,92.72,92.72,70,0.0,6,0,15,0
12822.0,70,3,918.98,306.32666666666665,548,1.0,41,1,13,0
12823.0,74,5,1759.5,351.9,230,0.0,1,2,7,0
12824.0,59,1,397.12,397.12,232,0.0,25,1,12,0
12826.0,2,8,1468.1200000000001,183.51500000000001,1054,1.0,58,3,12,0
12827.0,5,3,430.15000000000003,143.38333333333335,197,0.0,19,2,15,0
12828.0,2,6,1018.71,169.785,494,0.0,46,4,10,0
12829.0,322,3,253.05,84.35000000000001,375,1.0,9,4,11,0
12830.0,37,6,6814.64,1135.7733333333333,9848,0.0,13,1,10,0
12831.0,262,1,215.05,215.05,135,0.0,9,1,13,0
12832.0,32,2,383.03,191.515,195,0.0,27,4,13,0
12833.0,145,1,417.38,417.38,156,0.0,24,6,13,0
12834.0,282,1,312.38,312.38,110,0.0,18,2,9,0
12836.0,59,4,2610.36,652.59,1062,0.0,148,1,15,0
12837.0,173,1,134.1,134.1,24,0.0,12,6,16,0
12838.0,33,2,671.95,335.975,355,0.0,115,6,12,0
12839.0,2,15,5588.12,372.54133333333334,3805,1.0,95,3,14,0
12840.0,143,6,2714.27,452.37833333333333,1505,2.0,67,2,12,0
12841.0,4,26,3845.63,147.90884615384616,2646,1.0,230,6,12,0
12842.0,70,2,1118.99,559.495,547,0.0,34,4,15,0
12843.0,65,9,1680.76,186.7511111111111,753,1.0,69,1,11,0
12844.0,29,2,325.96000000000004,162.98000000000002,125,0.0,47,0,13,0
12845.0,267,4,354.09,88.5225,204,0.0,26,1,14,0
12847.0,22,1,843.64,843.64,873,0.0,72,3,13,0
12849.0,31,2,992.65,496.325,579,0.0,46,2,12,0
12851.0,96,1,131.81,131.81,106,0.0,43,6,12,0
12852.0,290,2,299.75,149.875,145,1.0,17,4,8,0
12853.0,107,9,1881.7,209.07777777777778,782,3.0,66,3,11,0
12854.0,78,5,1280.9,256.18,621,2.0,97,1,14,0
12855.0,372,1,38.1,38.1,30,0.0,3,3,9,0
12856.0,7,8,2153.53,269.19125,1073,2.0,155,4,12,0
12857.0,210,2,1106.4,553.2,343,0.0,37,3,12,0
